Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
1385	10.	20.	37.5	5.9369e-006
1386	10.	22.5	40.	1.7966e-005
1387	5.	20.	37.5	4.224e-006
1388	2.5	20.	40.	4.3941e-006
1389	5.	22.5	40.	1.1462e-005
1390	12.5	20.	35.	-5.3356e-006
1391	15.	20.	32.5	-3.3785e-005
1392	17.5	20.	35.	9.3288e-007
1393	15.	22.5	35.	-1.3386e-005
1394	7.5	20.	35.	-5.3391e-006
1395	10.	20.	32.5	-9.4911e-005
1396	10.	22.5	35.	-4.5656e-005
1397	5.	20.	32.5	-3.3794e-005
1398	2.5	20.	35.	9.3063e-007
1399	5.	22.5	35.	-1.3398e-005
1400	12.5	20.	30.	-1.2336e-004
1401	15.	20.	27.5	-2.0598e-004
1402	17.5	20.	30.	-2.6352e-005
1403	15.	22.5	30.	-1.6538e-004
1404	7.5	20.	30.	-1.2337e-004
1405	10.	20.	27.5	-4.6504e-004
1406	10.	22.5	30.	-3.5568e-004
1407	5.	20.	27.5	-2.0599e-004
1408	2.5	20.	30.	-2.6322e-005
1409	5.	22.5	30.	-1.6536e-004
1410	12.5	20.	25.	-5.4766e-004
1411	15.	20.	22.5	-6.1506e-004
1412	17.5	20.	25.	-1.1647e-004
1413	15.	22.5	25.	-7.3894e-004
1414	7.5	20.	25.	-5.4766e-004
1415	10.	20.	22.5	-1.4521e-003
1416	10.	22.5	25.	-1.5025e-003
1417	5.	20.	22.5	-6.1502e-004
1418	2.5	20.	25.	-1.1653e-004
1419	5.	22.5	25.	-7.3894e-004
1420	12.5	20.	20.	-1.5195e-003
1421	15.	20.	17.5	-8.6141e-004
1422	17.5	20.	20.	-3.7697e-004
1423	15.	22.5	20.	-2.3961e-003
1424	7.5	20.	20.	-1.5195e-003
1425	10.	20.	17.5	-2.5105e-003
1426	10.	22.5	20.	-4.2919e-003
1427	5.	20.	17.5	-8.614e-004
1428	2.5	20.	20.	-3.7695e-004
1429	5.	22.5	20.	-2.396e-003
1430	12.5	20.	15.	-1.8524e-003
1431	15.	20.	12.5	-1.7149e-003
1432	17.5	20.	15.	-1.2203e-004
1433	15.	22.5	15.	-4.4413e-003
1434	7.5	20.	15.	-1.8524e-003
1435	10.	20.	12.5	-3.426e-003
1436	10.	22.5	15.	-7.5655e-003
1437	5.	20.	12.5	-1.7149e-003
1438	2.5	20.	15.	-1.2206e-004
1439	5.	22.5	15.	-4.4413e-003
1440	12.5	20.	10.	-3.2885e-003
1441	15.	20.	7.5	-6.6357e-003
1442	17.5	20.	10.	-2.4537e-003
1443	15.	22.5	10.	-1.8518e-003
1444	7.5	20.	10.	-3.2885e-003
1445	10.	20.	7.5	-1.6903e-002
1446	10.	22.5	10.	3.1725e-003
1447	5.	20.	7.5	-6.6357e-003
1448	2.5	20.	10.	-2.4536e-003
1449	5.	22.5	10.	-1.8519e-003
1450	12.5	20.	5.	-2.025e-002
1451	17.5	20.	5.	-3.9909e-003
1452	15.	22.5	5.	6.4926e-002
1453	15.	20.	2.5	-0.15057
1454	7.5	20.	5.	-2.025e-002
1455	10.	22.5	5.	8.1591e-002
1456	10.	20.	2.5	-0.22633
1457	2.5	20.	5.	-3.9909e-003
1458	5.	22.5	5.	6.4926e-002
1459	5.	20.	2.5	-0.15057
1460	20.	20.	7.5	1.9107e-004
1461	20.	17.5	5.	3.4803e-003
1462	20.	22.5	5.	-5.7876e-004
1463	20.	20.	2.5	6.8164e-003
1464	20.	20.	12.5	-8.6081e-004
1465	20.	17.5	10.	-1.3707e-003
1466	20.	22.5	10.	1.0048e-002
1467	20.	20.	17.5	3.6241e-004
1468	20.	17.5	15.	1.4265e-004
1469	20.	22.5	15.	-1.7256e-003
1470	20.	20.	22.5	1.2162e-004
1471	20.	17.5	20.	2.1678e-004
1472	20.	22.5	20.	7.7569e-004
1473	20.	20.	27.5	6.3161e-005
1474	20.	17.5	25.	7.2642e-005
1475	20.	22.5	25.	-7.0042e-005
1476	20.	20.	32.5	8.3652e-006
1477	20.	17.5	30.	2.2765e-005
1478	20.	22.5	30.	6.1283e-005
1479	20.	20.	37.5	1.1609e-006
1480	20.	17.5	35.	2.1656e-006
1481	20.	22.5	35.	-4.7744e-006
1482	20.	20.	42.5	-1.6483e-006
1483	20.	17.5	40.	-9.1238e-007
1484	20.	22.5	40.	1.1375e-006
1485	20.	20.	47.5	-1.9593e-006
1486	20.	17.5	45.	-8.0841e-007
1487	20.	22.5	45.	-1.2938e-006
1488	20.	20.	52.5	1.9388e-006
1489	20.	17.5	50.	-1.7137e-006
1490	20.	22.5	50.	-2.3462e-006
1491	20.	20.	57.5	2.19e-005
1492	20.	17.5	55.	3.4038e-006
1493	20.	22.5	55.	6.6407e-006
1494	20.	20.	62.5	4.734e-005
1495	20.	17.5	60.	3.1296e-005
1496	20.	22.5	60.	5.0934e-005
1497	20.	20.	67.5	5.4795e-004
1498	20.	17.5	65.	2.165e-005
1499	20.	22.5	65.	2.3427e-005
1500	20.	20.	72.5	-2.9286e-004
1501	20.	17.5	70.	7.5766e-004
1502	20.	22.5	70.	1.3263e-003
1503	20.	20.	77.5	6.6899e-003
1504	20.	17.5	75.	-1.2421e-003
1505	20.	22.5	75.	-3.0306e-003
1506	20.	20.	82.5	-1.9308e-002
1507	20.	17.5	80.	1.0198e-002
1508	20.	22.5	80.	2.0274e-002
1509	20.	20.	87.5	1.9097e-002
1510	20.	17.5	85.	-3.5509e-002
1511	20.	22.5	85.	-9.0253e-002
1512	20.	20.	92.5	-0.55419
1513	20.	17.5	90.	5.1074e-002
1514	20.	22.5	90.	0.13388
1515	20.	17.5	95.	-0.81377
1516	20.	22.5	95.	-1.8736
1517	20.	20.	97.5	2.0779
1518	20.	15.	7.5	1.9185e-003
1519	20.	12.5	5.	8.0327e-009
1520	20.	15.	2.5	-6.9619e-003
1521	20.	15.	12.5	-3.6726e-004
1522	20.	12.5	10.	-1.4297e-008
1523	20.	15.	17.5	-2.9737e-006
1524	20.	12.5	15.	-3.1578e-008
1525	20.	15.	22.5	1.6781e-004
1526	20.	12.5	20.	4.2866e-008
1527	20.	15.	27.5	3.2246e-005
1528	20.	12.5	25.	-4.2555e-009
1529	20.	15.	32.5	1.6566e-005
1530	20.	12.5	30.	3.6761e-008
1531	20.	15.	37.5	9.2329e-008
1532	20.	12.5	35.	-1.9015e-008
1533	20.	15.	42.5	-7.247e-008
1534	20.	12.5	40.	2.392e-008
1535	20.	15.	47.5	-5.6288e-007
1536	20.	12.5	45.	1.4429e-008
1537	20.	15.	52.5	-2.4874e-007
1538	20.	12.5	50.	-1.0847e-008
1539	20.	15.	57.5	1.2799e-005
1540	20.	12.5	55.	-1.8309e-008
1541	20.	15.	62.5	5.6058e-006
1542	20.	12.5	60.	2.6413e-008
1543	20.	15.	67.5	2.3136e-004
1544	20.	12.5	65.	1.4636e-008
1545	20.	15.	72.5	-1.9158e-004
1546	20.	12.5	70.	1.8772e-008
1547	20.	15.	77.5	2.2656e-003
1548	20.	12.5	75.	2.854e-008
1549	20.	15.	82.5	-6.0034e-003
1550	20.	12.5	80.	-7.8326e-008
1551	20.	15.	87.5	-3.5324e-003
1552	20.	12.5	85.	2.0023e-008
1553	20.	15.	92.5	-0.20851
1554	20.	12.5	90.	-6.8918e-008
1555	20.	12.5	95.	6.6124e-008
1556	20.	15.	97.5	0.7503
1557	20.	10.	7.5	-1.9185e-003
1558	20.	7.5	5.	-3.4803e-003
1559	20.	10.	2.5	6.9619e-003
1560	20.	10.	12.5	3.6722e-004
1561	20.	7.5	10.	1.3707e-003
1562	20.	10.	17.5	2.9849e-006
1563	20.	7.5	15.	-1.4264e-004
1564	20.	10.	22.5	-1.6777e-004
1565	20.	7.5	20.	-2.1675e-004
1566	20.	10.	27.5	-3.2214e-005
1567	20.	7.5	25.	-7.2625e-005
1568	20.	10.	32.5	-1.6548e-005
1569	20.	7.5	30.	-2.2747e-005
1570	20.	10.	37.5	-8.7424e-008
1571	20.	7.5	35.	-2.1523e-006
1572	20.	10.	42.5	1.1082e-007
1573	20.	7.5	40.	9.8587e-007
1574	20.	10.	47.5	5.6646e-007
1575	20.	7.5	45.	8.0328e-007
1576	20.	10.	52.5	2.1958e-007
1577	20.	7.5	50.	1.5762e-006
1578	20.	10.	57.5	-1.2791e-005
1579	20.	7.5	55.	-3.3692e-006
1580	20.	10.	62.5	-5.5648e-006
1581	20.	7.5	60.	-3.12e-005
1582	20.	10.	67.5	-2.3132e-004
1583	20.	7.5	65.	-2.1631e-005
1584	20.	10.	72.5	1.9162e-004
1585	20.	7.5	70.	-7.5765e-004
1586	20.	10.	77.5	-2.2657e-003
1587	20.	7.5	75.	1.2421e-003
1588	20.	10.	82.5	6.0034e-003
1589	20.	7.5	80.	-1.0198e-002
1590	20.	10.	87.5	3.5323e-003
1591	20.	7.5	85.	3.5509e-002
1592	20.	10.	92.5	0.20851
1593	20.	7.5	90.	-5.1074e-002
1594	20.	7.5	95.	0.81377
1595	20.	10.	97.5	-0.7503
1596	20.	5.	7.5	-1.9106e-004
1597	20.	2.5	5.	5.7888e-004
1598	20.	5.	2.5	-6.8165e-003
1599	20.	5.	12.5	8.6086e-004
1600	20.	2.5	10.	-1.0048e-002
1601	20.	5.	17.5	-3.6238e-004
1602	20.	2.5	15.	1.7255e-003
1603	20.	5.	22.5	-1.2161e-004
1604	20.	2.5	20.	-7.756e-004
1605	20.	5.	27.5	-6.3159e-005
1606	20.	2.5	25.	7.0182e-005
1607	20.	5.	32.5	-8.3516e-006
1608	20.	2.5	30.	-6.1378e-005
1609	20.	5.	37.5	-1.079e-006
1610	20.	2.5	35.	4.804e-006
1611	20.	5.	42.5	1.6783e-006
1612	20.	2.5	40.	-1.0792e-006
1613	20.	5.	47.5	1.8131e-006
1614	20.	2.5	45.	1.3565e-006
1615	20.	5.	52.5	-2.0125e-006
1616	20.	2.5	50.	2.3309e-006
1617	20.	5.	57.5	-2.1778e-005
1618	20.	2.5	55.	-6.7009e-006
1619	20.	5.	62.5	-4.7266e-005
1620	20.	2.5	60.	-5.0865e-005
1621	20.	5.	67.5	-5.4796e-004
1622	20.	2.5	65.	-2.3492e-005
1623	20.	5.	72.5	2.9282e-004
1624	20.	2.5	70.	-1.3262e-003
1625	20.	5.	77.5	-6.6899e-003
1626	20.	2.5	75.	3.0307e-003
1627	20.	5.	82.5	1.9308e-002
1628	20.	2.5	80.	-2.0274e-002
1629	20.	5.	87.5	-1.9097e-002
1630	20.	2.5	85.	9.0253e-002
1631	20.	5.	92.5	0.55419
1632	20.	2.5	90.	-0.13388
1633	20.	2.5	95.	1.8736
1634	20.	5.	97.5	-2.0779
1635	0.	5.	92.5	0.55419
1636	0.	7.5	95.	0.81377
1637	0.	5.	97.5	-2.0779
1638	0.	2.5	95.	1.8736
1639	0.	5.	87.5	-1.9097e-002
1640	0.	7.5	90.	-5.1074e-002
1641	0.	2.5	90.	-0.13388
1642	0.	5.	82.5	1.9308e-002
1643	0.	7.5	85.	3.5509e-002
1644	0.	2.5	85.	9.0253e-002
1645	0.	5.	77.5	-6.6899e-003
1646	0.	7.5	80.	-1.0198e-002
1647	0.	2.5	80.	-2.0274e-002
1648	0.	5.	72.5	2.9284e-004
1649	0.	7.5	75.	1.2421e-003
1650	0.	2.5	75.	3.0306e-003
1651	0.	5.	67.5	-5.4788e-004
1652	0.	7.5	70.	-7.576e-004
1653	0.	2.5	70.	-1.3261e-003
1654	0.	5.	62.5	-4.7358e-005
1655	0.	7.5	65.	-2.16e-005
1656	0.	2.5	65.	-2.3507e-005
1657	0.	5.	57.5	-2.1865e-005
1658	0.	7.5	60.	-3.129e-005
1659	0.	2.5	60.	-5.0801e-005
1660	0.	5.	52.5	-1.9231e-006
1661	0.	7.5	55.	-3.3543e-006
1662	0.	2.5	55.	-6.6586e-006
1663	0.	5.	47.5	1.8878e-006
1664	0.	7.5	50.	1.5856e-006
1665	0.	2.5	50.	2.2722e-006
1666	0.	5.	42.5	1.704e-006
1667	0.	7.5	45.	8.3358e-007
1668	0.	2.5	45.	1.3459e-006
1669	0.	5.	37.5	-1.1634e-006
1670	0.	7.5	40.	9.3841e-007
1671	0.	2.5	40.	-1.1035e-006
1672	0.	5.	32.5	-8.4065e-006
1673	0.	7.5	35.	-2.1668e-006
1674	0.	2.5	35.	4.8163e-006
1675	0.	5.	27.5	-6.3141e-005
1676	0.	7.5	30.	-2.2773e-005
1677	0.	2.5	30.	-6.134e-005
1678	0.	5.	22.5	-1.2158e-004
1679	0.	7.5	25.	-7.2637e-005
1680	0.	2.5	25.	7.0085e-005
1681	0.	5.	17.5	-3.6236e-004
1682	0.	7.5	20.	-2.1674e-004
1683	0.	2.5	20.	-7.756e-004
1684	0.	5.	12.5	8.6079e-004
1685	0.	7.5	15.	-1.4269e-004
1686	0.	2.5	15.	1.7256e-003
1687	0.	5.	7.5	-1.9109e-004
1688	0.	7.5	10.	1.3707e-003
1689	0.	2.5	10.	-1.0048e-002
1690	0.	7.5	5.	-3.4803e-003
1691	0.	5.	2.5	-6.8163e-003
1692	0.	2.5	5.	5.7882e-004
1693	0.	10.	92.5	0.20851
1694	0.	12.5	95.	-2.6077e-008
1695	0.	10.	97.5	-0.7503
1696	0.	10.	87.5	3.5323e-003
1697	0.	12.5	90.	8.3819e-008
1698	0.	10.	82.5	6.0034e-003
1699	0.	12.5	85.	1.0477e-008
1700	0.	10.	77.5	-2.2657e-003
1701	0.	12.5	80.	-6.0871e-008
1702	0.	10.	72.5	1.9161e-004
1703	0.	12.5	75.	-3.7056e-008
1704	0.	10.	67.5	-2.3132e-004
1705	0.	12.5	70.	3.2114e-008
1706	0.	10.	62.5	-5.5315e-006
1707	0.	12.5	65.	2.9022e-009
1708	0.	10.	57.5	-1.2779e-005
1709	0.	12.5	60.	4.2184e-008
1710	0.	10.	52.5	1.5448e-007
1711	0.	12.5	55.	-7.2765e-008
1712	0.	10.	47.5	5.314e-007
1713	0.	12.5	50.	-5.9618e-008
1714	0.	10.	42.5	6.801e-008
1715	0.	12.5	45.	3.0329e-008
1716	0.	10.	37.5	-6.5028e-008
1717	0.	12.5	40.	-4.7707e-008
1718	0.	10.	32.5	-1.6533e-005
1719	0.	12.5	35.	4.0705e-008
1720	0.	10.	27.5	-3.2268e-005
1721	0.	12.5	30.	-5.0536e-008
1722	0.	10.	22.5	-1.6779e-004
1723	0.	12.5	25.	4.0561e-008
1724	0.	10.	17.5	2.9311e-006
1725	0.	12.5	20.	6.0796e-008
1726	0.	10.	12.5	3.6723e-004
1727	0.	12.5	15.	-8.8345e-008
1728	0.	10.	7.5	-1.9185e-003
1729	0.	12.5	10.	-8.1491e-010
1730	0.	12.5	5.	2.0314e-008
1731	0.	10.	2.5	6.9619e-003
1732	0.	15.	92.5	-0.20851
1733	0.	17.5	95.	-0.81377
1734	0.	15.	97.5	0.7503
1735	0.	15.	87.5	-3.5322e-003
1736	0.	17.5	90.	5.1074e-002
1737	0.	15.	82.5	-6.0034e-003
1738	0.	17.5	85.	-3.5509e-002
1739	0.	15.	77.5	2.2656e-003
1740	0.	17.5	80.	1.0198e-002
1741	0.	15.	72.5	-1.9162e-004
1742	0.	17.5	75.	-1.2421e-003
1743	0.	15.	67.5	2.3136e-004
1744	0.	17.5	70.	7.577e-004
1745	0.	15.	62.5	5.5766e-006
1746	0.	17.5	65.	2.1583e-005
1747	0.	15.	57.5	1.2748e-005
1748	0.	17.5	60.	3.1226e-005
1749	0.	15.	52.5	-2.8687e-007
1750	0.	17.5	55.	3.4432e-006
1751	0.	15.	47.5	-5.6069e-007
1752	0.	17.5	50.	-1.6861e-006
1753	0.	15.	42.5	-8.5388e-008
1754	0.	17.5	45.	-8.0876e-007
1755	0.	15.	37.5	5.8026e-008
1756	0.	17.5	40.	-9.9866e-007
1757	0.	15.	32.5	1.6523e-005
1758	0.	17.5	35.	2.1575e-006
1759	0.	15.	27.5	3.2258e-005
1760	0.	17.5	30.	2.2768e-005
1761	0.	15.	22.5	1.6789e-004
1762	0.	17.5	25.	7.262e-005
1763	0.	15.	17.5	-2.9586e-006
1764	0.	17.5	20.	2.168e-004
1765	0.	15.	12.5	-3.6732e-004
1766	0.	17.5	15.	1.4262e-004
1767	0.	15.	7.5	1.9185e-003
1768	0.	17.5	10.	-1.3707e-003
1769	0.	17.5	5.	3.4803e-003
1770	0.	15.	2.5	-6.9618e-003
1771	0.	20.	92.5	-0.55419
1772	0.	20.	97.5	2.0779
1773	0.	22.5	95.	-1.8736
1774	0.	20.	87.5	1.9097e-002
1775	0.	22.5	90.	0.13388
1776	0.	20.	82.5	-1.9308e-002
1777	0.	22.5	85.	-9.0253e-002
1778	0.	20.	77.5	6.69e-003
1779	0.	22.5	80.	2.0274e-002
1780	0.	20.	72.5	-2.9282e-004
1781	0.	22.5	75.	-3.0306e-003
1782	0.	20.	67.5	5.4792e-004
1783	0.	22.5	70.	1.3262e-003
1784	0.	20.	62.5	4.7233e-005
1785	0.	22.5	65.	2.3626e-005
1786	0.	20.	57.5	2.1921e-005
1787	0.	22.5	60.	5.0791e-005
1788	0.	20.	52.5	2.044e-006
1789	0.	22.5	55.	6.769e-006
1790	0.	20.	47.5	-1.9342e-006
1791	0.	22.5	50.	-2.3141e-006
1792	0.	20.	42.5	-1.722e-006
1793	0.	22.5	45.	-1.4072e-006
1794	0.	20.	37.5	1.1008e-006
1795	0.	22.5	40.	1.1665e-006
1796	0.	20.	32.5	8.4024e-006
1797	0.	22.5	35.	-4.8217e-006
1798	0.	20.	27.5	6.313e-005
1799	0.	22.5	30.	6.1377e-005
1800	0.	20.	22.5	1.2153e-004
1801	0.	22.5	25.	-7.0148e-005
1802	0.	20.	17.5	3.6239e-004
1803	0.	22.5	20.	7.7559e-004
1804	0.	20.	12.5	-8.6078e-004
1805	0.	22.5	15.	-1.7255e-003
1806	0.	20.	7.5	1.9112e-004
1807	0.	22.5	10.	1.0048e-002
1808	0.	20.	2.5	6.8165e-003
1809	0.	22.5	5.	-5.788e-004
1810	0.	7.5	0.	3.6258e-003
1811	0.	2.5	0.	-9.4619e-003
1812	2.5	5.	0.	0.13976
1813	0.	12.5	0.	3.0384e-008
1814	2.5	10.	0.	4.0318e-002
1815	0.	17.5	0.	-3.6257e-003
1816	2.5	15.	0.	-4.0318e-002
1817	0.	22.5	0.	9.462e-003
1818	2.5	20.	0.	-0.13976
1819	0.	7.5	100.	-3.642
1820	0.	2.5	100.	-8.1622
1821	2.5	5.	100.	-4.498
1822	0.	12.5	100.	0.
1823	2.5	10.	100.	-1.6794
1824	0.	17.5	100.	3.642
1825	2.5	15.	100.	1.6794
1826	0.	22.5	100.	8.1622
1827	2.5	20.	100.	4.498
1828	0.	25.	2.5	2.0667e-003
1829	2.5	25.	0.	-1.1183e-002
1830	0.	25.	7.5	9.2784e-003
1831	2.5	25.	5.	6.8338e-002
1832	0.	25.	12.5	9.1836e-003
1833	2.5	25.	10.	1.065e-002
1834	0.	25.	17.5	-1.3123e-003
1835	2.5	25.	15.	-6.0448e-003
1836	0.	25.	22.5	5.839e-004
1837	2.5	25.	20.	-1.2435e-003
1838	0.	25.	27.5	-7.1901e-005
1839	2.5	25.	25.	-6.9256e-004
1840	0.	25.	32.5	4.8153e-005
1841	2.5	25.	30.	-7.7657e-005
1842	0.	25.	37.5	-4.756e-006
1843	2.5	25.	35.	-1.915e-005
1844	0.	25.	42.5	1.4813e-006
1845	2.5	25.	40.	8.2342e-006
1846	0.	25.	47.5	-1.7872e-006
1847	2.5	25.	45.	6.5554e-006
1848	0.	25.	52.5	2.4109e-006
1849	2.5	25.	50.	7.6286e-006
1850	0.	25.	57.5	3.5639e-005
1851	2.5	25.	55.	-1.3935e-006
1852	0.	25.	62.5	2.7184e-005
1853	2.5	25.	60.	-6.2848e-005
1854	0.	25.	67.5	8.019e-004
1855	2.5	25.	65.	-4.7767e-004
1856	0.	25.	72.5	-1.4115e-003
1857	2.5	25.	70.	-8.8649e-004
1858	0.	25.	77.5	1.0554e-002
1859	2.5	25.	75.	-6.9011e-003
1860	0.	25.	82.5	-5.0671e-002
1861	2.5	25.	80.	4.5999e-003
1862	0.	25.	87.5	2.453e-002
1863	2.5	25.	85.	-6.9816e-002
1864	0.	25.	92.5	-1.1855
1865	2.5	25.	90.	0.14366
1866	0.	25.	97.5	4.2107
1867	2.5	25.	95.	-0.81898
1868	2.5	25.	100.	10.214
1869	0.	0.	2.5	-2.0667e-003
1870	2.5	0.	0.	1.1183e-002
1871	0.	0.	7.5	-9.2785e-003
1872	2.5	0.	5.	-6.8338e-002
1873	0.	0.	12.5	-9.1836e-003
1874	2.5	0.	10.	-1.065e-002
1875	0.	0.	17.5	1.3123e-003
1876	2.5	0.	15.	6.0448e-003
1877	0.	0.	22.5	-5.8393e-004
1878	2.5	0.	20.	1.2435e-003
1879	0.	0.	27.5	7.1887e-005
1880	2.5	0.	25.	6.9253e-004
1881	0.	0.	32.5	-4.8117e-005
1882	2.5	0.	30.	7.764e-005
1883	0.	0.	37.5	4.8763e-006
1884	2.5	0.	35.	1.9238e-005
1885	0.	0.	42.5	-1.4615e-006
1886	2.5	0.	40.	-8.1027e-006
1887	0.	0.	47.5	1.7303e-006
1888	2.5	0.	45.	-6.5556e-006
1889	0.	0.	52.5	-2.4633e-006
1890	2.5	0.	50.	-7.6371e-006
1891	0.	0.	57.5	-3.5595e-005
1892	2.5	0.	55.	1.3542e-006
1893	0.	0.	62.5	-2.6951e-005
1894	2.5	0.	60.	6.3024e-005
1895	0.	0.	67.5	-8.0175e-004
1896	2.5	0.	65.	4.7786e-004
1897	0.	0.	72.5	1.4116e-003
1898	2.5	0.	70.	8.8664e-004
1899	0.	0.	77.5	-1.0554e-002
1900	2.5	0.	75.	6.9012e-003
1901	0.	0.	82.5	5.0671e-002
1902	2.5	0.	80.	-4.6001e-003
1903	0.	0.	87.5	-2.453e-002
1904	2.5	0.	85.	6.9817e-002
1905	0.	0.	92.5	1.1855
1906	2.5	0.	90.	-0.14366
1907	0.	0.	97.5	-4.2107
1908	2.5	0.	95.	0.81898
1909	2.5	0.	100.	-10.214
1910	5.	0.	7.5	-6.971e-002
1911	7.5	0.	5.	-0.16677
1912	5.	0.	2.5	-5.5088e-002
1913	5.	0.	12.5	4.5783e-003
1914	7.5	0.	10.	-4.6091e-003
1915	5.	0.	17.5	5.976e-003
1916	7.5	0.	15.	1.0154e-002
1917	5.	0.	22.5	2.52e-003
1918	7.5	0.	20.	5.1685e-003
1919	5.	0.	27.5	6.9828e-004
1920	7.5	0.	25.	1.6937e-003
1921	5.	0.	32.5	1.4499e-004
1922	7.5	0.	30.	3.976e-004
1923	5.	0.	37.5	6.2593e-006
1924	7.5	0.	35.	5.3753e-005
1925	5.	0.	42.5	-1.3197e-005
1926	7.5	0.	40.	-1.3844e-005
1927	5.	0.	47.5	-1.5923e-005
1928	7.5	0.	45.	-1.9871e-005
1929	5.	0.	52.5	-3.8196e-006
1930	7.5	0.	50.	-2.2454e-005
1931	5.	0.	57.5	9.9973e-005
1932	7.5	0.	55.	3.4759e-005
1933	5.	0.	62.5	5.6783e-004
1934	7.5	0.	60.	2.898e-004
1935	5.	0.	67.5	2.1662e-003
1936	7.5	0.	65.	1.5587e-003
1937	5.	0.	72.5	6.3762e-003
1938	7.5	0.	70.	4.7511e-003
1939	5.	0.	77.5	1.2855e-002
1940	7.5	0.	75.	1.3889e-002
1941	5.	0.	82.5	1.4546e-002
1942	7.5	0.	80.	1.9897e-002
1943	5.	0.	87.5	-4.9309e-002
1944	7.5	0.	85.	2.3552e-003
1945	5.	0.	92.5	-0.51018
1946	7.5	0.	90.	-0.24641
1947	7.5	0.	95.	-1.2856
1948	5.	0.	97.5	-5.1842
1949	10.	0.	7.5	-0.10167
1950	12.5	0.	5.	-0.16677
1951	10.	0.	2.5	-4.9024e-002
1952	10.	0.	12.5	9.67e-004
1953	12.5	0.	10.	-4.6092e-003
1954	10.	0.	17.5	9.3469e-003
1955	12.5	0.	15.	1.0154e-002
1956	10.	0.	22.5	4.3422e-003
1957	12.5	0.	20.	5.1685e-003
1958	10.	0.	27.5	1.393e-003
1959	12.5	0.	25.	1.6937e-003
1960	10.	0.	32.5	3.0636e-004
1961	12.5	0.	30.	3.9762e-004
1962	10.	0.	37.5	3.365e-005
1963	12.5	0.	35.	5.3649e-005
1964	10.	0.	42.5	-2.0518e-005
1965	12.5	0.	40.	-1.3829e-005
1966	10.	0.	47.5	-2.6402e-005
1967	12.5	0.	45.	-1.984e-005
1968	10.	0.	52.5	1.6125e-005
1969	12.5	0.	50.	-2.2433e-005
1970	10.	0.	57.5	2.2459e-004
1971	12.5	0.	55.	3.4759e-005
1972	10.	0.	62.5	1.2807e-003
1973	12.5	0.	60.	2.8965e-004
1974	10.	0.	67.5	4.1435e-003
1975	12.5	0.	65.	1.5587e-003
1976	10.	0.	72.5	1.2264e-002
1977	12.5	0.	70.	4.751e-003
1978	10.	0.	77.5	2.0931e-002
1979	12.5	0.	75.	1.3889e-002
1980	10.	0.	82.5	7.706e-003
1981	12.5	0.	80.	1.9897e-002
1982	10.	0.	87.5	-0.19475
1983	12.5	0.	85.	2.3552e-003
1984	10.	0.	92.5	-1.0218
1985	12.5	0.	90.	-0.24641
1986	12.5	0.	95.	-1.2856
1987	10.	0.	97.5	-6.4623
1988	15.	0.	7.5	-6.9709e-002
1989	17.5	0.	5.	-6.8338e-002
1990	15.	0.	2.5	-5.5088e-002
1991	15.	0.	12.5	4.5782e-003
1992	17.5	0.	10.	-1.065e-002
1993	15.	0.	17.5	5.9759e-003
1994	17.5	0.	15.	6.0447e-003
1995	15.	0.	22.5	2.52e-003
1996	17.5	0.	20.	1.2435e-003
1997	15.	0.	27.5	6.9831e-004
1998	17.5	0.	25.	6.9262e-004
1999	15.	0.	32.5	1.4491e-004
2000	17.5	0.	30.	7.765e-005
2001	15.	0.	37.5	6.17e-006
2002	17.5	0.	35.	1.9038e-005
2003	15.	0.	42.5	-1.3151e-005
2004	17.5	0.	40.	-8.0645e-006
2005	15.	0.	47.5	-1.587e-005
2006	17.5	0.	45.	-6.4874e-006
2007	15.	0.	52.5	-3.7987e-006
2008	17.5	0.	50.	-7.5087e-006
2009	15.	0.	57.5	9.9824e-005
2010	17.5	0.	55.	1.3524e-006
2011	15.	0.	62.5	5.6769e-004
2012	17.5	0.	60.	6.2684e-005
2013	15.	0.	67.5	2.1662e-003
2014	17.5	0.	65.	4.7792e-004
2015	15.	0.	72.5	6.3761e-003
2016	17.5	0.	70.	8.8658e-004
2017	15.	0.	77.5	1.2855e-002
2018	17.5	0.	75.	6.9013e-003
2019	15.	0.	82.5	1.4546e-002
2020	17.5	0.	80.	-4.6e-003
2021	15.	0.	87.5	-4.9309e-002
2022	17.5	0.	85.	6.9816e-002
2023	15.	0.	92.5	-0.51018
2024	17.5	0.	90.	-0.14366
2025	17.5	0.	95.	0.81898
2026	15.	0.	97.5	-5.1842
2027	20.	0.	92.5	1.1855
2028	20.	0.	97.5	-4.2107
2029	20.	0.	87.5	-2.453e-002
2030	20.	0.	82.5	5.0671e-002
2031	20.	0.	77.5	-1.0554e-002
2032	20.	0.	72.5	1.4118e-003
2033	20.	0.	67.5	-8.0169e-004
2034	20.	0.	62.5	-2.7091e-005
2035	20.	0.	57.5	-3.5788e-005
2036	20.	0.	52.5	-2.3576e-006
2037	20.	0.	47.5	1.8743e-006
2038	20.	0.	42.5	-1.401e-006
2039	20.	0.	37.5	4.8038e-006
2040	20.	0.	32.5	-4.8223e-005
2041	20.	0.	27.5	7.1962e-005
2042	20.	0.	22.5	-5.8381e-004
2043	20.	0.	17.5	1.3123e-003
2044	20.	0.	12.5	-9.1837e-003
2045	20.	0.	7.5	-9.2784e-003
